Location Name,lat,lon,Deaths,Damage Description,Total Death Description,Total Damage Description
"IRAN:  QESHM I,BANDAR-E-LAFT,SAHELI,TONBAN,DIRESTAN",26.81,55.91,238,3,3,3
"ERITREA:  MASSAWA, MUNCULLO",15.7,39.6,,2,,2
"NEW YORK: ROCKAWAY BEACH, NEAR NEW YORK CITY",40.6,-73.75,,,,
"PANAMA:  AQUADAS [AGUADULCE], PACORA",7.5,-79,,2,,2
CHINA:  YUNNAN PROVINCE,23,101.1,17,2,1,2
CONNECTICUT: NEW HAVEN,41.31,-72.92,,,,
"SPAIN:  ARENAS DEL REY, VEGA, ALHAMA, MALAGA",36.95,-3.983,745,4,3,4
EL SALVADOR:  SAN VICENTE,13.4,-88.5,,2,,
CHINA:  GANSU PROVINCE,34.5,105.7,80,2,2,2
ICELAND,,,,,,
"ALGERIA:  BORDJOU, ARRERIDJ",,,,,,
PHILIPPINES:  E MINDANAO:  SURIGAO,9.8,125.5,,3,,
GREECE:  LOI-MANESI-MESSINI (MESSINIA),37,22,,,,
"INDONESIA:  BURU I, AMBON I, HARUKU I",-2.5,127.5,,1,,1
RUSSIA:  CAUCASUS,41.9,47.8,,2,,
COLOMBIA:  POPAYAN,2.5,-76.5,,2,,
INDIA:  KASHMIR:  SRINAGAR,34.5,74.68,3000,4,4,4
INDIA:  KASHMIR,34,76,,3,,
BANGLADESH:,24.8,89.5,75,2,2,2
PHILIPPINES:  NE MINDANAO:  DAPITAN,8.3,123.6,,2,,2
INDONESIA:  SUMATRA:  AJERBANGIS,0,99.5,,,,
KYRGYZSTAN:  BELOVODSKOJE,42.7,74.1,54,2,,
BRAZIL; FRENCH GUIANA; SURINAME; GUYANA,3.4,-52.9,,1,,1
"NICARAGUA:  LEON,CHINANDEGA,MANAGUA",12.3,-86.8,,3,,
CHILE:  IQUIQUE,-20.2,-70.1,,,,
ALGERIA:  M'SILA,36.1,4.6,33,3,1,3
INDONESIA:  BANDA ATJEH,5.55,95.3,,,,
CHINA:   YUNNAN PROVINCE,25,104,4,1,1,1
INDONESIA:  KOETA RADJA (ATJEH),5.6,95.3,,,,
"GREECE:  TRIPHYLIE (PELEPONESE), PHILIATRA",37.1,21.5,600,3,,
SOUTH CAROLINA:  CHARLESTON,32.9,-80,60,2,2,3
VENEZUELA:  TRUJILLO,9.3,-70.4,,2,,
"PHILIPPINES:  PANAY, ILOILO",10.7,122.6,,2,,2
ITALY:  LIGURIAN COAST,43.9,8.1,800,3,,
"PHILIPPINES:  SE LUZON:  CAMARINES, NUEVA CACERES",13.7,123.3,,1,,1
MEXICO:  BAVISPE,30.8,-109.25,51,3,2,3
INDONESIA:  SUMATRA:  ACEH:  SIGLI,5.4,96,,,,
"MEXICO:  GUERRERO,MORELOS",28.2,-100.2,,3,,
KAZAKHSTAN:  VERNENSK,43.1,76.8,,2,,
MEXICO:  GUERRERO,17.7,-100,,3,,
HAITI:  MOLE SAINT NICOLAS,19.7,-74.4,,3,,
GREECE:  XYLOKASTRON-SYKIA (CORINTHIA),38.3,22.8,,,,
ITALY:  N,44.2,12,,,,
ALGERIA:  KALAA,35.58,0.33,20,3,1,3
ITALY:  BISIGNANO,39.6,16.3,,2,,
CHINA:  YUNNAN PROVINCE,23.7,102.5,2000,3,4,3
TRINIDAD; GRENADA:  ST GEORGE'S,10.3,-61.1,1,2,1,2
CHINA:  QINGHAI PROVINCE,36.5,102.2,,1,1,1
INDONESIA:  SUMATERA:  BREUEH ISLAND,5.8,95,,,,
URUGUAY:  COLOGNE,-34.5,-57.9,,1,,1
CHINA:  BOHAI GULF,38.5,119,,3,,3
NEW ZEALAND:  SOUTH ISLAND: AMURI DISTRICT,-34.5,172.7,,3,,
GREECE:  AEGHION (ACHAIA),38.2,22.1,,,,
TURKEY,41.3,43.3,,2,,
CHINA:  GANSU PROVINCE,37.1,104.2,,3,3,3
VENEZUELA:  GUANARE,9.2,-69.8,,2,,
"COSTA RICA:  SAN JOSE, ALA JUELA, HEREDIA",9.95,-84.1,,3,1,3
IRAN:  LAKE IRENE,33.3,49.3,,3,,
"PHILIPPINES:  MINDANAO,MINDORO",13.5,121,,2,,2
"KAZAKHSTAN:  CILIK, ALMA-ATA",43.2,78.7,,2,,
JAPAN:  KUMAMOTO,32.8,130.7,20,1,1,
MEXICO:  GUERRERO,17.7,-100,,3,,
"GREECE:  AEGHION (ACHAIA),AGRINION (AETOLIA)",38.3,22,,,,
INDONESIA:  N. MOLUCCAS ISLANDS,1,126.25,,2,,2
MEXICO:  MORELOS,18.8,-99,,3,,
GREECE:  LESBOS,39.2,26,25,2,,
"INDONESIA:  MADURA ISLAND, JAVA",-7,113.5,,,,
ITALY:  GARGANO,42.03,15.3,,2,,2
COTE D'IVOIRE:  BAIBU,6.8,-6.7,,2,,
"PHILIPPINES:  SAMAR,LEYTE:  CATBALOGAN,BARUGO",11.2,124.4,,2,,
"IRAN:  TASH, ASTRABAD (GORGAN), BASTAM, SHAKHRUD",36.6,54.6,171,3,3,3
INDONESIA:  BANDANEIRA,-4.5,129.9,,2,,2
INDONESIA:  JAVA:  PATI,-6.76,111.04,,2,2,2
CHINA:  SHANXI PROVINCE,36.9,112.9,,2,,2
"ALGERIA:  BOURAVA, GOURAYA",36.5,1.8,36,2,1,2
TURKEY:  VAN:  ADELJIWAZ,38.3,43.2,,3,,
CHINA:  SHANXI PROVINCE,37.1,111.9,31,1,1,1
INDONESIA:  SUMATRA:  ACEH:  SIGLI,5.4,96,,,,
NEW ZEALAND,-37.4,174.4,,,,
N. MEXICO,25.5,-103.5,,,,
TIMOR SEA,-9,124,,,,
JAPAN:  MINO-OWARI,35.5,137,7273,4,4,4
WASHINGTON:  PUGET SOUND,48,-123.5,,,,
MEXICO:  BAJA CALIFORNIA,31.5,-116.5,,3,,3
"PHILIPPINES:  BATAN ISLAND,SAN DOMINGO",21,122,,2,,
"PHILIPPINES:  LUZON:  ABRA,PANGASINAN,UNION",17.3,120.6,2,3,,
CHILE:  ARICA,-18.5,-70.35,,1,,1
"CALIFORNIA:  VACAVILLE,WINTERS",38.5,-122.5,,1,,
CALIFORNIA:  WINTERS,38.5,-121.9,,2,,2
GUAM,14,143.3,,2,,2
"INDONESIA:  SUMATRA:  PADANGSIDIMPUAN, LAKE TOBA",2.5,99.5,,2,,2
VANUATU ISLANDS:  ESPIRITU SANTO,-15.25,166.83,,,,
INDONESIA: SERAM ISLAND,-3,127.75,,,,
JAPAN:  SW. HONSHU ISLAND,37,136.8,,,,
"PAKISTAN:  CHAMAN,BALUCHISTAN",30.5,66.2,,3,,
GREECE:  ZAKINTHOS (ZANTE),37.7,20.9,,3,,3
GREECE:  SAMOTHRAKI,40.5,25.5,1,2,1,2
JAMAICA: KINGSTON,17.97,-76.8,,,,
TURKEY:  MALATYA,38.3,38.3,400,3,3,3
BALKANS:  NW:  POPOVIC,44.2,21.2,3,3,1,3
"GREECE:  ZAKINTHOS (ZANTE), GAITANI-KERI",37.7,20.9,,3,2,3
CHINA:  QINGHAI PROVINCE,36.6,101.8,,2,3,2
RUSSIA:  KURIL ISLANDS,43.3,147.5,,,,
"NEMURO, JAPAN",42.5,145.5,,,,
"ALBANIA: HIMARA, DHERMI, KUC, KUDHESI, VLORE, KANINA",40.2,19.7,,3,,3
PHILIPPINES:  E MINDANAO:  AGUSAN RIVER,6.9,125.8,,2,,2
VANUATU ISLANDS,-17.75,168.3,,,,
ITALY:  MATTINATA,41.75,16,,,,
CHINA:  SICHUAN PROVINCE,30.5,101.5,288,3,3,3
"IRAN:  QUCHAN, MASHHAD, BOJNURD",37.2,58.4,18000,4,4,4
CHINA: XINJIANG,41.7,82.8,90,3,2,3
CHINA: XINJIANG,41.2,80.3,,2,3,2
IRAN:  QUCHAN,37.1,58.3,,1,1,1
PHILIPPINES:  SE MINDANAO:  DAVAO GULF,6,126,,2,,
IRAN:  SHIRAZ,29.4,52.3,,3,3,3
JAPAN:  OFF COAST OF HONSHU,42.5,146,1,1,1,2
"GREECE:  LOCRIDE, MALESINA-MARTINON (LOKRIS)",38.6,23.2,255,3,3,3
GREECE:  ST KONSTANTINOS-ARKITSA (LOKRIS),38.7,23.1,,3,3,3
"VENEZUELA:  MERIDA,TOVAR; COLOMBIA: N SANTANDER",8.5,-71.7,400,,,
JAPAN:  TOKYO,35.7,139.9,24,1,1,1
PHILIPPINES:  E MINDANAO:  AGUSAN RIVER VALLEY,8.2,126.1,,1,,
TURKEY,40.6,28.7,,3,3,3
GREECE:  DUKAT,37.75,21.75,,2,,2
JAPAN:  SYONAI,38.9,139.8,726,3,,3
"ARGENTINA:  LA RIOJA, SAN JUAN, MENDOZA",-32,-68.5,,2,,
VENEZUELA:  CARACHE,9.4,-70.1,,2,,
"ITALY:  PALMI, SANTA CRISTINA",38.3,15.9,101,2,3,2
IRAN:  QUCHAN,37.1,58.4,1000,4,4,4
W. SOLOMON SEA,-8.4,150.1,,,2,2
BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.5,7,3,1,3
PHILIPPINES:  N MINDORO:  CALAPAN,13.4,121.7,,1,,1
ALBANIA:  HIMARA,40.1,19.4,,2,3,2
GREECE:  MARGARITION-FILIATES (THESPROTIA),39.5,20.5,,3,2,3
ALBANIA:  GJIROKASTER,40,20.1,,2,,2
"ITALY:  FLORENCE, S. MARTINO, BOSSI",43.9,11.1,,3,,3
"W. KYUSHU ISLAND, JAPAN",33,130,,,,
CHILE:  NORTHERN,-18,-71,,1,,1
GREECE-ALBANIA,39.5,20.5,,,,
TURKMENISTAN:  UZUN-ADA,39.5,53.7,,3,,3
ALBANIA:  DURRES,41.2,19.3,,,,
NEW ZEALAND:  TAUPO,-38.8,176,,,,
CHINA: GUANGDONG PROVINCE,23.5,116.5,,2,2,2
NEW JERSEY: HIGH BRIDGE,40.667,-74.883,,,,
MISSOURI:  CHARLESTON,37,-89.4,,,,
ITALY:  TYRRHENIAN SEA,41.7,12.2,,,,
IRAN:  TEHRAN,35.7,51.4,,2,,
MYANMAR (BURMA):  RANGOON,16.8,96.2,,2,,2
IRAN:  SANGABAD (SENJABAD),37.8,48.3,300,3,,
IRAN:  KHVOY (KHOY),38.5,45,800,3,,
"KASHIMA, JAPAN",36.5,141,,,,
CHINA:  SICHUAN PROVINCE:  FUSHUN,29.2,104.9,26,2,1,2
JAMAICA: KINGSTON,17.6,-76.7,,,,
MEXICO:  COLIMA,19.2,-104,,3,,
CHINA:  XINJIANG,38,76,7,1,1,1
"CHILE:  LIMACHE, ALMENDRAL",-33,-71,,1,,1
INDONESIA:  TIMOR:  ALOR ISLAND,-8.25,124.75,250,2,3,2
JAPAN:  SANRIKU,39.5,144,27122,4,4,4
ICELAND:  ARNESSYSLA,64,-21,,3,,
"JAPAN:  SENHOKU, UGO",40,141,206,4,3,4
AFGHANISTAN,37,71,,,,
"INDONESIA:  SW. SUMATRA, JAVA",-3.5,102.5,,1,,1
ITALY:  LIGURIAN COAST,43.7,8.1,,,,
CHINA:  XINJIANG PROVINCE:  KASHGAR,39.7,75.9,7,2,1,2
RUSSIA:  KURIL ISLANDS,43.5,146,,,,
IRAN:  QOBEH-E-SABZ (KERMAN),30.3,57.1,,3,,
"IRAN:  QESHM ISLAND, LARAK ISLAND",26.95,56.26,1600,4,4,4
ALBANIA,40,20.1,,2,,
JAPAN,40,140,,,,
JAPAN:  SANRIKU,38.1,141.9,,2,,2
INDONESIA:  KAJUADI ISLAND,-6.8,120.8,,,,
TAIWAN:  YILAN,24.7,121.8,56,1,2,1
MONTSERRAT,16.72,-62.18,,2,3,2
GUADELOUPE; ANTIGUA; ST KITTS,16.5,-61.8,6,2,1,2
"AUSTRALIA: BEACHPORT,ROBE,KINGSTON,MOUNT GAMBIER",-37.3,139.7,,,,
PHILIPPINES:  MASBATE ISLAND,12,124,,3,,3
ITALY:  TYRRHENIAN SEA,39,12.5,,1,,1
MEXICO:  OAXACA:  TEHUANTEPEC,17,-96.3,,3,,
INDIA:  ASSAM; BANGLADESH,26,91,1542,4,4,4
MEXICO:  TEHUANTEPEC,16,-95,,2,,2
JAPAN:  SANRIKU,38,143.7,,1,,1
PHILIPPINES:  LUZON:  ILOCOS SUR,18,120,,1,,1
JAPAN,39,143,,,,
PERU,-11.9,-76.8,,,,
PHILIPPINES:  NW MINDANAO:  DAPITAN,6,122,,1,,1
"PHILIPPINES:  MINDANAO, ZAMBOANGA, SULU, ISABELA",6,122,,3,1,3
NEW ZEALAND: WELLINGTON,,,,,,
PHILIPPINES:  NORTHERN SAMAR,12,126,,2,1,2
PHILIPPINES:  NORTHERN SAMAR,12,126,,1,,1
PHILIPPINES:  NORTHERN SAMAR,12,126,,,,
DOMINICAN REPUBLIC: SANTO DOMINGO,18.5,-69.95,,2,,2
IRAN:  GORGAN (ASTRABAD); TURKMENISTAN,36.5,54.9,,2,,
CALIFORNIA:  SONOMA COUNTY,38.2,-122.4,,2,,2
"CALIFORNIA:  N COAST,MENDOCINO COUNTY",39,-124,,1,,
JAPAN:  SANRIKU,38.6,142,,3,,3
"NICARAGUA:  LEON, CHINANDEGA, MANAGUA",12,-86,,2,,2
CHINA: XINJIANG,39.8,76.6,47,2,1,2
ITALY,42.4,13,,2,,
ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,52,172,,,,
"BALKANS NW:  CROATIA:  CAPARICE,GRAB,KUSUTE",43.6,16.7,,1,,
CHILE:  CONCEPCION,-36.83,-73.03,6,2,1,2
GREECE:  IOANNINA,39.75,20.75,,2,,2
CHINA:  SHANXI PROVINCE,39.1,113,12,2,1,2
GREECE:  ZAKYNTHOS,37.75,21,,1,,1
PAPUA NEW GUINEA:  NEW IRELAND:  EAST COAST,-3,152,,,,2
GREECE:  KYPARISSIA (MESSINIA),37.25,21.75,,2,2,2
MEXICO:  GUERRERO-OAXACA,17,-98,,3,,
"AUSTRALIA:  POINT CHARLES, DARWIN",-12.4,130.7,,,,
BOLIVIA:  SOUTHERN,-21.97,-63.67,,,,
JAMAICA,18,-77,,,,
VENEZUELA:  BARQUISIMETO,10.4,-69.2,,2,,
ALASKA:  CAPE YAKATAGA,60,-142,,1,,1
ALASKA:  CAPE YAKATAGA,60,-140,,,,
ALASKA:  SE ALASKA,60,-140,,1,,3
"TURKEY:  SULTANHISAR,ATCA,NAZILLI,KUYUCAK,DENIZLI",37.93,28.84,1117,3,4,3
INDONESIA:  BANDA SEA,-3,128.5,2460,3,4,3
PAPUA NEW GUINEA:  BISMRACK SEA,-5,148,,,,2
RUSSIA:  KAMCHATKA PENINSULA,53,159,,,,
JAPAN:  SEIKAIDO,31.9,132,,1,,1
"SEIKAIDO, JAPAN",31.9,132,,,,
CALIFORNIA,33.5,-117,6,2,,
TURKEY,41.6,43.5,247,2,,
INDONESIA:  GALELA (HALMAHERA ISLAND),-0.03,127.25,,,,
JAPAN:  SEA OF JAPAN,36.5,133.5,,,,
INDONESIA:  JAVA:  SUKABUMI,-6.84,106.96,,2,,2
MEXICO,20,-105,,1,,1
MEXICO:  NEAR COAST OF JALISCO,20,-105,,,,
"VENEZUELA:  CASANAY (CASANAI),CARIACO",10.3,-63.3,,2,,
COSTA RICA,10,-85.5,,,,
"TURKEY:  KARS,KARAKURT,KAGIZMAN,DIGOR",40.3,43.1,140,3,3,3
SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10,165,,,,
ALASKA:  SE. ALASKA,58.6,-137.5,,,1,
PAPUA NEW GUINEA:  BISMARCK SEA,-4,152,,1,,1
PAPUA NEW GUINEA:  RABAUL HARBOR,-5,148,,,,
COLOMBIA,4.6,-74,,,,
INDONESIA:  NW. IRIAN JAYA,-4,140,,,1,1
ALASKA:  KODIAK ISLAND,57.09,-153.48,,1,,1
VENEZUELA:  MACUTO,11,-66,25,3,1,3
RUSSIA:  KURIL ISLANDS,43,146,,,,
ECUADOR:  ESMERALDAS,-2,-82,,,,
CHINA:  YUNNAN PROVINCE,26,100.1,,3,3,3
CALIFORNIA:  SAN DIEGO,36,-120.5,,1,,1
"BULGARIA:  BALCHIK, KAVARNA, BLATNITSA, LIMANU",43.4,28.7,4,3,1,
BULGARIA:  BALCHIK,43.4,28.5,4,3,1,3
RUSSIA:  KURIL ISLANDS,45,148,,,,
"IWATE, JAPAN",39,143,,,,
JAPAN:  RYUKYU ISLANDS,27,130,,,,1
JAPAN:  OFF NORTHEAST COAST HONSHU,40.5,142.5,,2,,2
NEW CALEDONIA:  LOYALTY ISLANDS,-22,170,,1,1,2
JAPAN:  OFF NORTHEAST COAST HONSHU,40.6,142.3,18,2,1,2
JAPAN:  OFF NORTHEAST COAST HONSHU,40.5,142.5,,,,
"PHILIPPINES:  LUZON:  E TAYABAS,CALAUAG BAY",14,121.6,,2,,2
NICARAGUA,11,-86.5,,1,,1
"TURKEY:  HASANKALE,HINS,ERZURUM",40,41.5,,3,,
PHILIPPINES:  LUZON,14,122,,1,,1
"TURKEY:  AYVALIK, MOSKO IS; GREECE:  KHIOS",39.4,26.7,,2,,
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,51.45,-171.02,,1,,
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.4,-167.5,,,,
MEXICO:  GUERRERO,17.6,-99.7,2,2,1,2
"GUATEMALA:  SAN MARTIN, QUEZALTENANGO",14.71,-91.59,,1,,1
PAPUA NEW GUINEA,-8,150,,,,
TONGA ISLANDS,-20,-174,,,,
AZERBAIJAN:  SEMACHA; N IRAN,40.7,48.6,86,4,2,4
EL SALVADOR-GUATEMALA,13.5,-89.5,,,3,3
TURKEY:  CANKIRI,40.7,33.6,4,3,,
"GUATEMALA:  QUEZALTENANGO, SAN MARCOS",14,-91,2000,3,4,3
CALIFORNIA:  SOUTHERN,34.5,-120.5,,2,,
RUSSIA:  SEA OF OKHOTSK,50,148,,,,
TURKEY:  THESSALONIKI,40.75,23.25,,,,
"IRAN:  QESHM ISLAND:  QESHM,BANDAR ABBAS,GENU",27.1,56.3,10,2,1,2
"PHILIPPINES:  MINDANAO:  LANAO, COTABATO",7.5,123.5,,3,3,3
"CHINA:  XINJIANG, TURKESTAN",39.88,76.2,2500,4,4,4
"PHILIPPINES:  ILOILO,PANAY",10.8,122.6,,3,,
CHINA:   YUNNAN PROVINCE,26.3,99.9,6,2,1,2
GUAM:  AGANA,18,146,,3,,3
"MEXICO:  VENUSTIANO CARRANZA,CHIAPAS,CHIS,TABASCO",16.6,-92.6,,3,,3
UTAH,37.4,-113.5,,2,,2
MEXICO:  BAJA CALIFORNIA,29,-114,,,,
UZBEKISTAN:   ANDIZHAN,40.8,72.3,4880,4,4,4
TONGA ISLANDS,-20,-175,,,,
MEXICO:  OFF COAST OF GUERRERO,15,-98,,,,
MONGOLIA,48,98,,,,
GUAM,14,143.3,,1,,1
INDONESIA:  S OF JAVA,-8,106,,,,
ISRAEL:  NABULUS,32.2,35.3,20,,,
"INDONESIA:  TIFU, MASARETE, KAJELI",-3,127.5,,,,
TURKEY,39.1,42.4,,,,
TURKEY:  MALAZGIRT,39.1,42.5,3560,4,4,4
VANUATU ISLANDS,-17,168,,,,
ITALY:  PALERMO,38.1,13.4,,,,
"TURKEY:  VARGINIS,CARDAHLI,MEHKEREK",40.9,42.7,1000,3,4,3
ALASKA:  SOUTHWEST,61.56,-158.54,,,,
MEXICO:  ACAPULCO,16.7,-99.2,,,,
ITALY:  N,44.3,10,,,,
COLOMBIA,4.6,-74,,,,
GREECE:  MITATA (KYTHERA),36,23,2,3,1,3
TAIWAN,,,,,,
IRAN:  KASHMAR,35.2,58.2,350,2,3,2
CHILE:  IQUIQUE,-20.2,-70.15,,,,
"CHILE:  VALLENAR, FREIRINA",-28.5,-71,,2,1,2
PHILIPPINES:  DAVAO GULF,7,126,,2,,2
PANAMA-COLOMBIA,7,-79,,,,
JAPAN:  HOKKAIDO,42.5,145.8,,1,,
BULGARIA:  STRUMA,41.8,23.2,,3,,3
BULGARIA:  STRUMA,41.8,23.2,,3,,3
TAIWAN:  JIAYI,23.5,120.5,3,2,1,2
JAPAN:  SEA OF JAPAN,40,134,,,,
RUSSIA:  OFF KAMCHATKA,52,159,,1,,1
RUSSIA:  OFF KAMCHATKA,52,159,,1,,1
RUSSIA:  OFF KAMCHATKA,52,159,,,,
NEW ZEALAND:  E OF NORTH ISLAND,-40.5,177,,,,
"GREECE:  SAMOS, PATMOS",37.75,27,4,3,1,3
JAPAN:  KYUSHU,30,130,,,,
ALASKA:  RAMPART,64.66,-148.08,,,,
CHINA:  SICHUAN PROVINCE,31.2,100.9,400,2,3,2
INDONESIA:  S. JAVA,-7.7,109,,,,
ECUADOR,-1,-80.5,,,,
TAIWAN:  JIAYI,23.5,120.3,145,2,3,2
PANAMA:  BOCAS DEL TORO,9.2,-82.8,,,,
COSTA RICA:  PUNTARENAS,9.85,-84.68,,1,,1
INDONESIA:  MINAHASSA PENINSULA,1,123,,,,
ALASKA:  ANDREANOF ISLANDS,50.73,-178.55,,,,
NEW ZEALAND,,,,,1,
KERMADEC ISLANDS,-27.5,-173,,,,
VANUATU:  MALO PASS,-15.6,167.2,,,,
INDIA:  KANGRA,33,76,19000,4,4,4
TURKEY,40.2,29,,,,
"IRAN:  BANDAR ABBAS,QESHM,HENGAM",26.4,56.3,,2,,
MEXICO:  JALISCO,20.3,-103.4,,3,,
PAPUA NEW GUINEA:  BISMARCK SEA,-4,149,,,,
ALBANIA:  SHKODER,42.1,19.6,120,3,,
JAPAN:  AKI,34,132,11,1,1,1
KIRIBATI:  PHOENIX ISLANDS,-1,-168,,,,
JAPAN:  OFF FUKUSHIMA,37.4,142.6,,,2,
MONGOLIA,49,99,,,,
MONGOLIA,49,98,,,,
ITALY:  CENTRAL,42.1,13.9,,,,
JAPAN:  HOKKAIDO,45,143,,,,
"ITALY:  MONTELEONE, TROPEA, MONTE PORO",38.67,16.07,557,4,3,4
RUSSIA:  KOMANDORSKY ISLAND,53,164,,,,
RUSSIA:  BLACK SEA,44.5,37.5,,,,
BULGARIA,42,23,,,,
GEORGIA:  CAUCASUS,42,42,,,,
CHINA:  SICHUAN PROVINCE,29.3,104.8,13,1,1,1
GREECE:  AEGEAN SEA,40.092,24.627,,2,1,2
VANUATU:  PORT VILA,-17.7,168.3,,,,
VANUATU:  PORT VILA,-17.7,168.3,,,,
"TURKEY:  PUTURGE,CELIKHAN,RUMKALE",38.1,38.6,,3,3,3
PHILIPPINES:  W. LUZON ISLAND:  TUBURAN,11,123.5,,1,,1
SYRIA:  RASUM-KALE (NEAR HALAB); LEBANON:  BAYRONT,36.1,37.1,,2,,2
TUNISIA:  BIZERTE,37.3,9.9,,,,
CHINA:  YUNNAN PROVINCE,26.6,104.1,,2,3,2
JAPAN:  NEAR S COAST HONSHU,34,138,,,,
VENEZUELA:  CARACAS,10.5,-66.917,,,,
ECUADOR:  OFF COAST,0.988,-79.347,1000,2,3,3
COLOMBIA,3.5,-76.2,,,,
COLOMBIA-ECUADOR,1,-81,,,,
SAINT LUCIA:  CASTRIES,14,-61,,1,,1
COLOMBIA: BUENAVENTURA,3.9,-77.033,,,,
ALBANIA:   ELBASAN,41.1,20,,3,,
TAIWAN:  JIAYI,23.6,120.5,1258,3,4,3
CHINA:  FUJIAN PROVINCE,24.5,118.5,,2,3,2
MEXICO:  REVILLA GIGEDO ISLANDS,19,-113.8,,,,
TAIWAN:  JIAYI,23.4,120.4,15,3,1,3
CALIFORNIA:  SAN FRANCISCO,37.67,-122.48,700,4,,
CHILE:  ARICA; PERU: TACNA,-18.5,-70.3,,,,
CHINA:  YUNNAN PROVINCE,24.6,98.6,1,2,1,2
COLOMBIA,4.6,-74,,,,
COLOMBIA,4.6,-74,,,,
ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.05,179.69,,,,
CHILE:  SOUTH CENTRAL,-33,-72,4000,4,4,4
ETHIOPIA:  LANGANO,7.091,38.065,,1,,1
PAPUA NEW GUINEA:  NEW BRITAIN,-7,149,,3,2,3
ITALY:  SICILY,38,13.7,,,,
ECUADOR,-2,-79,,1,,1
PAPUA NEW GUINEA:  BISMARCK SEA,-4,149,,1,,1
AUSTRALIA:  WEST COAST,-22,109,,,,
"GHANA:  HO, AKPAFU, PALIME, MISA, ACCRA; TOGO",6.5,0.3,,2,,2
MARTINIQUE,15,-61,,,,
CHINA:  XINJIANG PROVINCE,43.5,85,280,3,3,3
ALASKA:  ALEUTIAN ISLANDS,56.85,-153.9,,,,
PERU:  OFF SOUTH COAST,-18,-71,,,,
VENEZUELA:  MAIQUETIA,10.6,-66.95,,,,
"INDONESIA:  NW SUMATRA:  GUNUNGSITOLi, BARUS",2.681,95.53,,3,4,3
JAMAICA:  KINGSTON,18.667,-76.237,1000,4,3,4
ITALY:  SICILY,38,13.7,,,,
PERU,-13.2,-75.4,,,,
INDONESIA:  TALAUD ISLANDS:  KARAKELONG ISLAND,3,122,,,,
MEXICO:  GUERRERO,17,-100,8,2,1,2
PHILIPPINES:  SE LUZON:  CAMARINES,14,123,2,3,1,3
PHILIPPINES:  SE LUZON:  CAMARINES,13.5,123,,1,,1
PAPUA NEW GUINEA:  NEW BRITAIN,-7.5,153.7,,,,
RUSSIA:  SEA OF OKHOTSK,51.5,147,,,,
"PHILIPPINES:  N LUZON:  TUGUEGARAO,LAOAG,N ILOCOS",18,120,,2,,
INDONESIA:  DJAILOLO GILOLO,1,127,,,,
"INDONESIA:  SULAWESI:  LEMO, COLO, ANJA, OLU CONGKO",-2,121,,2,,2
ALBANIA,41.1,20.1,,,,
ALASKA:  ALEUTIAN ISLANDS,52.59,-169.73,,,,
ALASKA:  SKAGWAY,59.5,-135.5,,,,
MEXICO:  GULF OF CALIFORNIA,28,-112.5,,,,
TAJIKISTAN:   KARATAG,38.5,67.9,12000,3,4,3
ITALY:  FERRUZANO,38.133,16.017,158,2,3,2
PERU,-8.01,-76.79,,,,
PHILIPPINES:  SE LUZON:  CAMARINES,14,123,,2,,2
PAPUA NEW GUINEA:  BISMARCK SEA,-3.1,142.5,,,,2
TONGA ISLANDS:  S OF TONGA,-21.17,-175.73,,,,
SW. SUMATRA,-2,100,,,,
ALASKA:  GULF OF ALASKA,61,-146.2,,,,
PHILIPPINES:  MINDANAO,9,126,,,,
INDONESIA:  TIMOR,-10,129,,1,,1
MEXICO:  GUERRERO,18,-99,,2,,2
MEXICO:  GUERRERO,17,-101,,,,
INDONESIA:  CELEBES SEA,3,123,,,,
HAWAII,19,-155,,,,
AFGHANISTAN:  HINDU KUSH,36.5,70.5,,,,
RUSSIA:  KURIL ISLANDS,45,150,,,,
PERU:  OFF COAST,-14,-78,,,,
MYANMAR (BURMA):  KACHIN,26.639,96.866,,,,
"ITALY:  MESSINA, SICILY, CALABRIA",38.17,15.58,78000,4,4,4
"TURKEY:  FOCA,MENEMEN,GUZELHISAR",38.6,26.9,8,3,,
IRAN:  SILAKOR,34.306,50.396,5500,2,4,2
"MOROCCO:  TETUAN (TETOUAN),ROMARS",35.6,-5.4,100,3,2,3
"TURKEY:  ZARA,IPSALA,KOYULHISAR,ENDERS",40.406,38.098,,3,2,3
FIJI ISLANDS,-18,-179,,,,
JAPAN:  CHOSHI,34.5,141.5,,1,,1
JAPAN:  YOKOHAMA,34.5,141.5,,1,,1
PHILIPPINES:  MINDANAO:  E,8,127,,2,,
ITALY:  N,44.5,10.5,,,,
ALASKA:  ALEUTIAN ISLANDS,52,175,,,,
TAIWAN:  TAIPEI,25,121.5,9,1,1,1
"PORTUGAL:  RIBATEJO, BENAVENTE",38.9,-8.8,30,2,1,2
CAMEROON:  BUEA,4.2,9.2,,1,,
CHINA:  YUNNAN PROVINCE,24.4,103,21,2,1,2
"INDONESIA:  SW SUMATRA:  KERINTJI, REDJANGLEBONG",-2,101,,3,3,3
